headline,Positive,Neutral,Negative,Compound
"After Decades, a Death Sentence Depends (a Little) Less on Where You Live",0.08,0.679,0.241,-0.5574
Russia Slowly Throttles a Ukrainian Port,0.0,1.0,0.0,0.0
When a Manager in Another Department Ignores Your Emails,0.0,0.792,0.208,-0.2732
Senators Request F.B.I. Inquiry Into Whether U.S.O.C. Chief Lied to Congress,0.0,0.794,0.206,-0.3818
Argentina’s #MeToo Moment: Actress Shares Account of Assault,0.183,0.5,0.317,-0.3818
Theresa May Finds No Joy in Brussels. Now What for Brexit?,0.0,0.765,0.235,-0.4717
"Immigration Arrests and Deportations Are Rising, I.C.E. Data Show",0.0,0.734,0.266,-0.4404
Chris Christie Drops Out of Consideration for White House Chief of Staff,0.0,1.0,0.0,0.0
"Migrant Girl’s ‘Horrific, Tragic’ Death Is Not Its Responsibility, White House Says",0.0,0.738,0.262,-0.5994
Not Male or Female? Germans Can Now Choose ‘Diverse’,0.0,1.0,0.0,0.0
Poetry Meets the Moment(s),0.0,1.0,0.0,0.0
Joyce Theater’s Spring Season Brings Australians and Cunningham Celebration,0.0,1.0,0.0,0.0
Where to Find a Ceramic Christmas Tree? ,0.0,1.0,0.0,0.0
"Elizabeth Warren, Speaking to Black Graduates, Warns ‘the Rules Are Rigged’",0.0,0.877,0.123,-0.1027
"Turkey Threatens Incursion Into Syria, Raising U.S. Concerns",0.0,0.729,0.271,-0.3818
Best Recordings of 2018: The Week in Classical Music,0.344,0.656,0.0,0.6369
Companies Asked a Mississippi Senator to Refund Donations. They Are Still Waiting.,0.0,1.0,0.0,0.0
Church Leaders Sue Princeton Over ‘Stolen’ Manuscripts,0.0,1.0,0.0,0.0
"The Weekly Standard, Pugnacious to the End, Will Cease Publication",0.0,1.0,0.0,0.0
Mueller Rejects Flynn’s Attempt to Portray Himself as Victim of the F.B.I.,0.0,0.654,0.346,-0.6486
"Albinism Strips Pigment From the Body, Including the Eyes",0.0,1.0,0.0,0.0
"First in Trophies, First in Revenue, Sixth in the Table",0.0,1.0,0.0,0.0
How a National Security Investigation of Huawei Set Off an International Incident,0.179,0.821,0.0,0.34
The Canadians Detained in China: An Ex-Diplomat and a Daring ‘Fixer’,0.176,0.634,0.19,-0.0516
The Year of Reckoning at CBS: Sexual Harassment Allegations and Attempts to Cover Them Up,0.0,0.8,0.2,-0.5423
"Chris Collins Overcomes Indictment, Absentee Ballots, to Capture 4th House Term",0.0,0.826,0.174,-0.2732
Authorities Uncover $8 Million-a-Week Drug Operation in Pennsylvania,0.0,1.0,0.0,0.0
Kellyanne Conway’s Inaccurate Claims About Michael Cohen’s Hush-Money Payments ,0.0,1.0,0.0,0.0
Challengers of Affirmative Action Have a New Target: New York City’s Elite High Schools,0.097,0.903,0.0,0.1027
"T Suggests: A Store With a Mushroom Garden, a New Detroit Hotel and More",0.0,1.0,0.0,0.0
Attorney General Investigating Broken Bolts on Mario Cuomo Bridge,0.0,0.721,0.279,-0.4767
Trump Names Mick Mulvaney Acting Chief of Staff,0.0,1.0,0.0,0.0
Apple Will Update iPhones in China to Avoid a Ban on Sales,0.0,0.633,0.367,-0.7003
Education Dept. Will Cancel $150 Million in Student Debt After Judge’s Order,0.0,0.69,0.31,-0.5423
Trump’s Push for Trade Win Could Undermine Sanctions Enforcement,0.292,0.538,0.169,0.3818
Big Swings in Stock Market Are at Their Highest Level Since 2011,0.0,1.0,0.0,0.0
Former Tar Heel Players Derail New Home for ‘Silent Sam’ Confederate Statue,0.0,0.833,0.167,-0.296
Star Economist at Harvard Faces Sexual Harassment Complaints,0.0,0.492,0.508,-0.7351
California Requires New City Buses to Be Electric by 2029,0.0,1.0,0.0,0.0
Army Charges Special Forces Soldier in 2010 Killing of Afghan,0.167,0.432,0.401,-0.5859
"The Senate Passed the Criminal Justice Bill. For Jared Kushner, It’s a Personal Issue and a Rare Victory.",0.149,0.702,0.149,0.0
"The Director James Wan: If ‘Aquaman’ Doesn’t Work, Blame Me",0.0,0.789,0.211,-0.34
North Carolina Republican Says He Chose to Hire Controversial Operative,0.0,0.833,0.167,-0.2023
Johnson & Johnson Feared Baby Powder’s Possible Asbestos Link for Years,0.0,0.758,0.242,-0.4939
"What Is Talc, Where Is It Used and Why Is Asbestos a Concern?",0.0,1.0,0.0,0.0
Texas Judge Strikes Down Obama’s Affordable Care Act as Unconstitutional,0.234,0.584,0.182,0.1779
Apt Name for an Acupuncturist,0.0,1.0,0.0,0.0
On Politics: The Biggest Stories of the Week,0.0,1.0,0.0,0.0
Australia Recognizes West Jerusalem as Capital of Israel,0.0,1.0,0.0,0.0
11 of Our Best Weekend Reads,0.457,0.543,0.0,0.6369
"In Edinburgh, ‘Local’ Sometimes Means ‘From Mother’s Garden’",0.0,1.0,0.0,0.0
"Investors Have Nowhere to Hide as Stocks, Bonds and Commodities All Tumble",0.121,0.879,0.0,0.1326
National Park Service Now Owns the Home Where Martin Luther King Jr. Was Born,0.0,1.0,0.0,0.0
"A Museum Honoring Judy Chicago, Star of Feminist Art? Not in This ‘Sleepy Little Town’",0.191,0.809,0.0,0.5106
Brazil’s Violent Drug Trade Overruns Paraguay: ‘Scenes You Only See in Movies’,0.0,0.738,0.262,-0.5994
Apple Computers Used to Be Built in the U.S. It Was a Mess.,0.0,0.828,0.172,-0.3612
"Virgin of Guadalupe Is ‘No. 1 Mother’ in Mexico, a Binding Force Across Divides",0.0,1.0,0.0,0.0
She Lost Her Husband and Daughter. Four Children Still Count on Her.,0.0,0.827,0.173,-0.3182
‘Yellow Vest’ Protests Dwindle Amid Warnings and Concessions,0.0,0.594,0.406,-0.4767
Shop the Apocalypse,0.0,1.0,0.0,0.0
The Octomom Has Proved Us All Wrong ,0.0,0.659,0.341,-0.4767
Ukraine Asserts Major Russian Military Buildup on Eastern Border,0.0,1.0,0.0,0.0
Small Acts of Kindness,0.5,0.5,0.0,0.4588
5 Things Runners Can Do When Roads Are Icy,0.0,1.0,0.0,0.0
Afghan President Slaps Aide After Elite Guards Assault Petitioner,0.0,0.678,0.322,-0.5859
From Monkey Bars to Mountains to Marriage,0.0,1.0,0.0,0.0
"Ryan Zinke, Face of Trump Environmental Rollbacks, Is Leaving Interior Department",0.0,1.0,0.0,0.0
Tops on the Wedding Playlist? An Original Song by Dad,0.412,0.588,0.0,0.6808
Three Months in the Advice Mines,0.0,1.0,0.0,0.0
Why Do Buildings Blow Leaves Into the Street?,0.0,1.0,0.0,0.0
Trail Blazers’ Game-Day Posters Are Often First Shot Against Opponents,0.0,1.0,0.0,0.0
Our 48 Best Holiday Appetizers,0.697,0.303,0.0,0.7845
Sometimes the Road Less Taken Also Leads to the N.B.A.,0.0,1.0,0.0,0.0
The Battle for Power in Wisconsin Seems Bound for Court. It’s Only Going to Get Uglier.,0.0,0.707,0.293,-0.7003
"As the Trumps Dodged Taxes, Their Tenants Paid a Price",0.0,1.0,0.0,0.0
Variety: Cryptic Crossword,0.0,1.0,0.0,0.0
8 Places Where Smartphones Tracked People’s Movements,0.0,1.0,0.0,0.0
How McKinsey Has Helped Raise the Stature of Authoritarian Governments,0.0,1.0,0.0,0.0
Ruling Striking Down Obamacare Moves Health Debate to Center Stage,0.0,1.0,0.0,0.0
A Bright Green ‘Christmas Comet’ Will Fly the Closest to Earth in Centuries,0.195,0.805,0.0,0.4404
"Amid Russia Tensions, Ukraine Moves Toward Separate Church",0.0,0.722,0.278,-0.4019
Pete Davidson of ‘Saturday Night Live’ Is Accounted For After a Worrying Instagram Post,0.0,0.844,0.156,-0.34
Climate Negotiators Reach an Overtime Deal to Keep Paris Pact Alive ,0.291,0.709,0.0,0.4019
Health Law Could Be Hard to Knock Down Despite Judge’s Ruling,0.0,0.877,0.123,-0.1027
"After Skipping Events Honoring Fallen Soldiers, Trump Visits Arlington Cemetery",0.239,0.58,0.181,0.2023
"In Weaponized Courts, Judge Who Halted Affordable Care Act Is a Conservative Favorite",0.36,0.64,0.0,0.7351
Top Gear,0.643,0.357,0.0,0.2023
Mulvaney Called Trump a ‘Terrible Human Being’ in 2016,0.0,1.0,0.0,0.0
Zinke’s Likely Successor Is a Former Oil Lobbyist Who Has Influenced Trump’s Energy Policy ,0.25,0.75,0.0,0.4588
Mueller Is Fighting a Witness in Court. Who Is It?,0.0,0.783,0.217,-0.3612
Father of Migrant Girl Who Died in U.S. Custody Disputes Border Patrol Account,0.0,0.659,0.341,-0.6908
"Lauren Moore, Jay Shifman",0.0,1.0,0.0,0.0
"Alyssa Principato, Daniel Bell",0.0,1.0,0.0,0.0
"Alexandra Haseotes, Richard Taussig",0.0,1.0,0.0,0.0
"Jo Ann Zino, Christopher DiMaio",0.0,1.0,0.0,0.0
"Emily Benson, Douglas Miller Jr.",0.0,1.0,0.0,0.0
"Ali Perry, Michael Yohai",0.0,1.0,0.0,0.0
"Catriona Love, David Olstein",0.583,0.417,0.0,0.6369
"Michelle Barras, Alexander Rosenberg",0.0,1.0,0.0,0.0
"Malavika Rao, Ryan Budhu",0.0,1.0,0.0,0.0
"Amanda Smith, Kyle Sullivan",0.0,1.0,0.0,0.0
An N.B.A. Three-Way Trade Collapses on a First-Name Basis,0.0,0.784,0.216,-0.296
This Week’s Wedding Announcements,0.0,1.0,0.0,0.0
‘S.N.L.’: Pete Davidson Largely Absent From Last Show of Year,0.0,1.0,0.0,0.0
‘The Worst I’ve Ever Seen It’: Lean Stone Crab Season Follows Red Tide in Florida,0.0,0.773,0.227,-0.6249
What the Obamacare Court Ruling Means for Open Enrollment,0.0,1.0,0.0,0.0
Where Reindeer Are a Way of Life,0.0,1.0,0.0,0.0
"Homes That Sold for Around $600,000",0.0,1.0,0.0,0.0
Lawyer’s Status Throws Genocide Conviction of Khmer Rouge Leader Into Doubt,0.0,0.8,0.2,-0.3612
"The Week in Business: Apple Expands in Austin, and the Fed Gears Up on Interest Rates",0.239,0.761,0.0,0.5267
"When His Wife Died, His Mother Helped Him Parent. Now She Needs Him, Too.",0.0,0.783,0.217,-0.5574
"Delightful, De-Lovely and Deconstructed: Cole Porter’s Piano Is Being Rebuilt",0.297,0.703,0.0,0.5859
What to Cook This Week,0.0,1.0,0.0,0.0
"Egypt Unearths Tomb of Royal Priest From 4,400 Years Ago",0.0,1.0,0.0,0.0
"Hard-Line U.S. Tactics Will ‘Block’ Path to Denuclearization, North Korea Warns",0.0,0.877,0.123,-0.1027
Twist in Green Beret’s Extraordinary Story: Trump’s Intervention After Murder Charges,0.0,0.57,0.43,-0.7783
China’s Detention Camps for Muslims Turn to Forced Labor,0.0,0.56,0.44,-0.6705
How Peter Jackson Made WWI Footage Seem Astonishingly New With ‘They Shall Not Grow Old’,0.0,1.0,0.0,0.0
‘They’re Not Fact-Checking’: How Lies on College Applications Can Slip Through the Net,0.163,0.837,0.0,0.3252
‘Spider-Man: Into the Spider-Verse’ and ‘The Mule’ Score at Box Office,0.0,1.0,0.0,0.0
"Colin Kroll, 34, HQ Trivia and Vine Co-Founder, Is Found Dead",0.0,0.699,0.301,-0.6486
Netflix’s Movie Blitz Takes Aim at Hollywood’s Heart,0.375,0.625,0.0,0.6369
Education Dept. Cancels Plan for New Student Loan System and Will Try Again,0.0,0.863,0.137,-0.2263
"Beto O’Rourke Places Well in Iowa Poll, Behind Biden and Sanders",0.174,0.826,0.0,0.2732
Phillips Auction House Is Moving to a New Space,0.0,1.0,0.0,0.0
Priest Pulled From Funerals After Repeatedly Citing Teenager’s Suicide in ‘Pastoral Disaster’,0.0,0.585,0.415,-0.7964
Nashville’s Star Rises as Midsize Cities Break Into Winners and Losers,0.2,0.581,0.219,-0.0772
A Shutdown Looms. Can the G.O.P. Get Lawmakers to Show Up to Vote?,0.0,0.882,0.118,-0.1531
"Facebook’s Version of YouTube Takes Shape With Pranksters, Magicians and Cartoons",0.0,1.0,0.0,0.0
"After Backlash, Democrats in New Jersey Rethink Redistricting Plans",0.0,1.0,0.0,0.0
Tech Workers Got Paid in Company Stock. They Used It to Agitate for Change.,0.0,0.828,0.172,-0.4019
Digital Data Gives Billboard Owners More Reason to ‘Love a Good Traffic Jam’,0.195,0.805,0.0,0.4404
"Inspired by India, Singaporeans Seek to End Gay Sex Ban",0.216,0.541,0.243,-0.1027
Trump Officials Say Drug Prices Are Inflated. So Are Some of Their Claims on a Solution.,0.133,0.867,0.0,0.3182
"U.S. Is ‘Working On’ Extraditing Gulen, Top Turkish Official Says",0.167,0.833,0.0,0.2023
A British Hockey Player Lands in Canada,0.0,1.0,0.0,0.0
Bears Clinch N.F.C. North With Revenge Game Win Over Packers,0.25,0.526,0.224,0.1027
Colts Blank Cowboys and Stay in Playoff Hunt,0.0,1.0,0.0,0.0
Some Kotex Tampons Recalled After Coming Apart and Leaving Parts Inside the Body,0.0,1.0,0.0,0.0
A Friendly Hello,0.615,0.385,0.0,0.4939
Putin on Rap Music: It’s the Drugs That Really Bother Him,0.0,0.788,0.212,-0.4005
They Grabbed Her Baby and Arrested Her. Now Jazmine Headley Is Speaking Out.,0.0,0.795,0.205,-0.4767
"Opposition in Hungary Demonstrates Against Orban, in Rare Display of Dissent",0.0,1.0,0.0,0.0
The Giants and Eli Manning Stumble Toward the End of an Era,0.0,1.0,0.0,0.0
More Powerful Than a Russian Troll Army: The National Enquirer,0.256,0.744,0.0,0.4754
Ryan Zinke’s Legal Troubles Are Far From Over,0.143,0.571,0.286,-0.3612
Wilson Ramos Said to Reach Two-Year Deal With Mets,0.121,0.879,0.0,0.0258
"Steelers Come Out of Their Fog, Holding On to Beat Patriots",0.0,1.0,0.0,0.0
France’s Far Right Sees Gold in Yellow Vest Movement,0.0,1.0,0.0,0.0
The Rams Have Misplaced Their Magic. Have the Eagles Found Theirs?,0.0,1.0,0.0,0.0
Explosion in Japan Injures Dozens in Crowded Pub ,0.0,1.0,0.0,0.0
Word + Quiz: picayune,0.0,1.0,0.0,0.0
This Graduate School Helped Make New York Appealing to Amazon,0.159,0.841,0.0,0.1779
‘She Pulled Out a Sheet of Santa Claus Stamps and Put It in Front of Me’,0.0,1.0,0.0,0.0
Malaysia Files Criminal Charges Against Goldman Sachs Over 1MDB Scandal,0.0,0.455,0.545,-0.8126
Learning With: ‘How to Be More Resilient’,0.0,1.0,0.0,0.0
Images That Counter Traditional Depictions of Women,0.0,1.0,0.0,0.0
Would You Rather Live-Stream an Event or Attend in Person?,0.0,1.0,0.0,0.0
The Case for Creative Play in a Digital Age,0.431,0.569,0.0,0.6486
The Brain Fog of Menopause,0.0,1.0,0.0,0.0
Five Strategies for Stress-Free Travel,0.0,1.0,0.0,0.0
These Democrats Will Soon Have the Power to Investigate the White House. How Far Will They Go?,0.0,1.0,0.0,0.0
What Can Make a 911 Call a Felony? Fentanyl at the Scene,0.0,0.759,0.241,-0.5423
Nigeria Says Soldiers Who Killed Marchers Were Provoked. Video Shows Otherwise.,0.0,0.577,0.423,-0.765
Scant Evidence Behind the Advice About Salt,0.0,1.0,0.0,0.0
Shopping for Votive Holders,0.0,1.0,0.0,0.0
The Yoda of Silicon Valley,0.0,1.0,0.0,0.0
44 Islands and 42 Bridges: A Florida Keys Road Trip,0.0,1.0,0.0,0.0
Wall Street Hits New 2018 Lows as Fed Decision Looms Over Markets,0.0,0.746,0.254,-0.34
The 14 Most Intriguing Homes Featured in T This Year ,0.0,1.0,0.0,0.0
‘The Most Significant Campaign Contributions’ in U.S. History,0.23,0.77,0.0,0.2716
Talking About Money Is Extremely Hard. Do It Anyway.,0.0,0.825,0.175,-0.1761
DealBook Briefing: Corporate America Says It Often Apologizes for Trump,0.217,0.783,0.0,0.3612
Bombing Near Athens Damages Offices of Greek Media Group,0.0,0.734,0.266,-0.4404
New Google Campus Accelerates Tech’s March Into New York,0.0,1.0,0.0,0.0
Renault and Nissan at Odds as Carlos Ghosn Remains in Jail,0.0,1.0,0.0,0.0
Russian 2016 Influence Operation Targeted African-Americans on Social Media,0.0,1.0,0.0,0.0
Saudi Arabia Denounces U.S. Senate’s Response to Khashoggi Murder,0.0,0.479,0.521,-0.8225
Manchester United to Face P.S.G. as Champions League Draw Is Made,0.408,0.592,0.0,0.7351
On Politics: Republicans in Congress Have a Shutdown Problem,0.0,0.748,0.252,-0.4019
"In Paris, ‘Yellow Vest’ Protests Cut Sharply Into City’s Luxury Trade",0.0,0.692,0.308,-0.4588
Former Michael Flynn Business Associates Indicted in Turkey Lobbying Case,0.0,0.874,0.126,-0.0772
What the Heck Is That?,0.0,1.0,0.0,0.0
What to Cook Right Now,0.0,1.0,0.0,0.0
Alabama-Birmingham Football Revived With Jolt of Cash and Civic Pride,0.211,0.789,0.0,0.34
"Taliban Appear Ready to Discuss Peace Talks, Except With Afghan Officials",0.4,0.6,0.0,0.7184
Meghan Markle Isn’t Speaking to Her Dad. He’s Asked the Queen to Intervene.,0.0,1.0,0.0,0.0
"Saturn With No Rings? It Could Happen, and Sooner Than Astronomers Expected",0.0,0.833,0.167,-0.296
A Chef’s Singular Take on Chiles Rellenos ,0.0,1.0,0.0,0.0
"When Report Cards Go Out on Fridays, Child Abuse Increases on Saturdays, Study Finds",0.0,0.756,0.244,-0.6369
Mexico’s Strategy for Dealing With Trump: Warn Him About China,0.0,0.865,0.135,-0.1027
Cuomo Moves to Legalize Recreational Marijuana in New York Within Months,0.0,1.0,0.0,0.0
Rule-Breaking Rainmaker Leaving Christie’s Auction House,0.0,1.0,0.0,0.0
Concord Music Acquires Samuel French in Big Push Into Theater Business,0.0,1.0,0.0,0.0
Voter Suppression and Racial Targeting: In Facebook’s and Twitter’s Words,0.0,1.0,0.0,0.0
"In a Serbian Refugee Camp, Women Tackling a Taboo Topic",0.0,1.0,0.0,0.0
"Channing Dungey, Former ABC Head of Entertainment, Is Going to Netflix",0.219,0.781,0.0,0.4215
"New Flights to the Caribbean This Winter, an Island-by-Island Guide ",0.0,1.0,0.0,0.0
How the Fashionistas Toast ,0.0,1.0,0.0,0.0
Senator Lamar Alexander Will Not Seek Re-election in 2020,0.0,1.0,0.0,0.0
Chocolates to Give or Receive,0.0,1.0,0.0,0.0
"In Saudi Arabia’s War in Yemen, No Refuge on Land or Sea",0.0,0.621,0.379,-0.7269
Is a 2nd Brexit Referendum Really the Answer? A User’s Guide,0.0,1.0,0.0,0.0
"Subscription Salami. Charcuterie, Too.",0.0,1.0,0.0,0.0
These Spirits Are Just Dandy,0.0,1.0,0.0,0.0
Was It Something We Said? U.S. Border Towns Fret as Canadians Stay Home,0.0,1.0,0.0,0.0
Why We Cover High Fashion,0.0,1.0,0.0,0.0
The Holland Tunnel’s Holiday Décor Is Changing. (The Traffic Will Stay the Same.),0.184,0.816,0.0,0.4019
A Rich Stock for the Feast,0.419,0.581,0.0,0.5574
"Poland Reverses Supreme Court Purge, Retreating From Conflict With E.U.",0.259,0.576,0.165,0.3182
Feathers and Fur Fly Over Pterosaur Fossil Finding,0.0,1.0,0.0,0.0
"Homelessness Rises Slightly Despite Strong Economy, Federal Report Finds",0.0,0.767,0.233,-0.345
Joe Bryan in His Own Words: On Being Convicted With Expert Testimony That Turned Out to Be Wrong,0.0,0.846,0.154,-0.4767
How Dolly Parton Nearly Hired Our Columnist Away,0.0,1.0,0.0,0.0
"The Holiday Air Travel Forecast Calls for More People, but Better Screening",0.379,0.621,0.0,0.7266
A Power Grab? Politics as Usual? Michigan’s Governor Will Decide,0.0,1.0,0.0,0.0
The World Needs a Urine Test for TB. But It’s Already Here. ,0.0,1.0,0.0,0.0
Upon Further Review: Readers Tell Us What Deserved to Be Top 10,0.141,0.859,0.0,0.2023
Study Shows Big Rise in Teen Vaping This Year,0.0,1.0,0.0,0.0
Justice Department Asks Court to Halt Emoluments Case Against Trump,0.274,0.726,0.0,0.5267
How to Dazzle Like a French Pastry Chef,0.263,0.737,0.0,0.3612
"What Is a Recession, and Why Are People Talking About the Next One?",0.0,0.811,0.189,-0.4215
An Officer Placed a Retired Police Dog in a Shelter. Now He’s Been Demoted.,0.0,1.0,0.0,0.0
Social Media’s Forever War,0.0,0.435,0.565,-0.5994
Obamacare Ruling Hits Health Care Stocks,0.39,0.61,0.0,0.4939
A Private Jet for Super Bowl Weekend: Bribes Described in N.Y. Police Trial,0.245,0.755,0.0,0.5994
Nebraska Petition Seeks Medical Marijuana Ballot Measure in 2020,0.0,1.0,0.0,0.0
Trump Officials Plan to Rescind Obama-Era School Discipline Policies,0.0,1.0,0.0,0.0
A Starter Kit for Bread,0.0,1.0,0.0,0.0
CBS Says Les Moonves Will Not Receive $120 Million Severance,0.0,1.0,0.0,0.0
"Facebook Blocks Netanyahu’s Son, Saying His Posts ‘Included Hate Speech’",0.0,0.588,0.412,-0.6808
W.N.B.A. Executive Kelly Krauskopf Joins Pacers’ Front Office,0.0,1.0,0.0,0.0
Five Takeaways From New Reports on Russia’s Social Media Operations,0.0,1.0,0.0,0.0
"Israeli ‘Warning’ Shot Killed Two Boys in Gaza, Rights Groups Say",0.0,0.69,0.31,-0.6705
France’s Yellow Vests Confront Macron With a New Reality,0.0,0.825,0.175,-0.1779
‘Justice’ Prevails as 2018 Word of the Year,0.0,1.0,0.0,0.0
"Which Quarterbacks Throw the Farthest? The Young Ones, Mostly",0.0,1.0,0.0,0.0
It’s the Solar System’s Most Distant Object. Astronomers Named It Farout.,0.0,1.0,0.0,0.0
An Island Nation’s Health Experiment: Vaccines Delivered by Drone,0.0,1.0,0.0,0.0
"4 Lawmakers Assaulted in Hungary, as Protests Against Orban Continue",0.0,0.602,0.398,-0.6486
1MDB Case in Malaysia Deepens Goldman’s Crisis,0.0,0.594,0.406,-0.6249
On Politics With Lisa Lerer: Republicans Got Their Health Care Wish. It Backfired.,0.349,0.651,0.0,0.7096
F.B.I. Wiretap Recorded Suspect on Eve of Bike Path Terror Attack,0.0,0.479,0.521,-0.8271
WTA Changes Rule Book to Ease Comebacks for Mothers,0.238,0.762,0.0,0.3612
"Facebook, Twitter and YouTube Withheld Russia Data, Reports Say",0.0,1.0,0.0,0.0
"For a Yemeni in N.Y., the Agony of Who’s Been Left Behind",0.0,0.797,0.203,-0.4215
Oscar Shortlists in 9 Categories Reveal Some Surprising Picks,0.208,0.792,0.0,0.2732
Higher Interest Rates Could Lighten Workers’ Wallets,0.333,0.667,0.0,0.4588
Lawmakers Consider Adding Measure Protecting Israel to Languishing Spending Bills,0.0,1.0,0.0,0.0
"Julian Niccolini, Face of the Four Seasons Restaurant, Is Forced to Resign",0.0,0.649,0.351,-0.6597
"In a Year of Growing Pains, the Rangers Try to Fix ‘Purposeless Hockey’",0.11,0.71,0.181,-0.2732
Jeurys Familia’s Return to the Mets Was All About ‘Family’,0.0,1.0,0.0,0.0
Some of the Popular Images and Themes the Russians Posted on Social Media,0.189,0.811,0.0,0.4215
Proper Attire,0.0,1.0,0.0,0.0
7 Successful People Dish on Their Worst Job Interviews (and What They Learned),0.201,0.582,0.217,-0.0772
Document Provides New Details of Michael Flynn Interview With F.B.I.,0.0,1.0,0.0,0.0
States Ask Judge to Declare Health Law Still in Effect While Ruling Is Appealed,0.0,1.0,0.0,0.0
Saints Survive a Sluggish Performance to Beat the Panthers,0.0,0.748,0.252,-0.4019
On Politics: New Details on Russia’s Efforts to Influence American Politics,0.0,1.0,0.0,0.0
"Sprint, T-Mobile Deal Gets Green Light From U.S. Regulators",0.0,1.0,0.0,0.0
A Toaster on Wheels to Deliver Groceries? Self-Driving Tech Tests Practical Uses,0.0,1.0,0.0,0.0
Word + Quiz: capitulate,0.0,1.0,0.0,0.0
New Zealand Says Voters Will Decide Whether Cannabis Is Legalized,0.0,1.0,0.0,0.0
"Should Radio Stations Stop Playing ‘Baby, It’s Cold Outside’?",0.164,0.636,0.2,-0.1027
"Learning With: ‘It’s a Briefcase! It’s a Pizza Box! No, It’s a Mini Satellite’",0.0,1.0,0.0,0.0
"The Earth’s Shell Has Cracked, and We’re Drifting on the Pieces ",0.0,1.0,0.0,0.0
The El Chapo Trial: New York’s Newest Tourist Destination,0.0,1.0,0.0,0.0
Set It and Forget It: How Better Contraception Could Be a Key to Reducing Poverty,0.144,0.597,0.259,-0.3182
"Walt Mossberg, Veteran Technology Journalist, Quits Facebook",0.0,1.0,0.0,0.0
Beyond the Myth of the War Photographer,0.0,0.606,0.394,-0.5994
Dreams,1.0,0.0,0.0,0.4019
"China’s Leader Says Party Must Control ‘All Tasks,’ and Asian Markets Slump",0.197,0.803,0.0,0.4019
Colbert Ridicules Stephen Miller for His ‘Fake Hair’,0.0,0.714,0.286,-0.4215
Taking Surprise Medical Bills to Court,0.296,0.704,0.0,0.2732
"In the United States, His Problem Wasn’t the Taliban. It Was Everything Else.",0.17,0.667,0.164,0.0258
How to Milk a Killer Whale,0.0,0.538,0.462,-0.6486
Tinder and Bumble Are Hungry for Your Love,0.375,0.625,0.0,0.6369
"In an Administration Full of Investigative Targets, Where Would the Democrats Start?",0.0,1.0,0.0,0.0
Should Kids Whose Parents Could Earn Higher Salaries Get Financial Aid?,0.0,1.0,0.0,0.0
"‘Not Hiding My Disgust’: Judge Rebukes Flynn, Then Delays Sentencing",0.0,0.678,0.322,-0.4215
Blaming the Deep State: Officials Accused of Wrongdoing Adopt Trump’s Response,0.113,0.53,0.358,-0.5719
Everyone Loves to Watch Zion Williamson Play. Maybe as Much as He Loves Playing.,0.537,0.463,0.0,0.891
"In Bhutan, Prayer Flags and Birds From Heaven",0.32,0.68,0.0,0.5106
Five Places to Go in Kigali,0.0,1.0,0.0,0.0
"Russian Trolls Came for Instagram, Too",0.0,1.0,0.0,0.0
"When Walt Whitman Was Dying, It Was Front-Page News — for Months",0.0,1.0,0.0,0.0
Starting Fresh in a Familiar Place,0.315,0.685,0.0,0.3182
Is There an Optimal Diet for Humans?,0.294,0.706,0.0,0.3612
Wall Street Stocks Inch Higher as Crude Oil Tumbles,0.0,0.684,0.316,-0.5719
A Year in the Russia Investigation,0.0,1.0,0.0,0.0
The Amazon HQ2 Document We Weren’t Supposed to See,0.175,0.825,0.0,0.1779
Jimmy Bradley Is Out of Here,0.0,1.0,0.0,0.0
"At Manchester United, Jose Mourinho Could No Longer Hide Behind His Past",0.278,0.58,0.142,0.2773
"North Korea, Fearing K-Pop and Porn, Warns Against Smartphones’ Influence",0.0,0.611,0.389,-0.6249
DealBook Briefing: Did Big Tech Lie to Congress About Russian Interference?,0.0,1.0,0.0,0.0
Recent Commercial Real Estate Transactions,0.0,1.0,0.0,0.0
How to Write a Family Newsletter Your Friends Will Actually Read,0.237,0.763,0.0,0.4767
How to Help Your New Pet Feel at Home,0.252,0.748,0.0,0.4019
Kashmiri Teenagers Are Dying to Protect Militants,0.302,0.698,0.0,0.3818
Lebanese-born Architect Chosen for Beirut Museum of Art,0.0,1.0,0.0,0.0
His Passion Emerges Annually. He Hangs It on a Tree. Or Three.,0.214,0.786,0.0,0.4588
America Could Lead the Transition to a Digital Currency Reserve,0.0,1.0,0.0,0.0
The Most Entertaining Videos T Made in 2018,0.313,0.687,0.0,0.4927
"At ‘The Prom’ on Broadway, It’s Time to Dance (and Flip)",0.0,1.0,0.0,0.0
K-Pop Fans Are Emptying Planes for a Closer Look at Their Idols,0.0,0.873,0.127,-0.1531
"Huawei’s ‘Wolf Culture’ Helped It Grow, and Got It Into Trouble",0.0,0.787,0.213,-0.4019
"As Trump Signals Retreat on Shutdown Threat, Senators Mostly Shrug",0.136,0.606,0.258,-0.3818
"After a Little Help, a New Job, 2 Books and Big Ideas",0.18,0.82,0.0,0.3415
New & Noteworthy,0.0,1.0,0.0,0.0
"Trump Foundation Will Dissolve, Accused of ‘Shocking Pattern of Illegality’",0.0,0.804,0.196,-0.296
9 Idyllic (and Newly Reopened) Caribbean Hotels to Visit Next Year,0.0,1.0,0.0,0.0
Mother Goes Back to School to ‘Lead by Example’ for Her Children,0.0,1.0,0.0,0.0
